,Player,Span_ODI_bowl,Mat_ODI_bowl,Inns_ODI_bowl,Balls_del_ODI,Runs_given_ODI,Wkts_ODI,Ave_ODI_bowl,Econ_ODI,SR_ODI_bowl,4_W_ODI,5_W_ODI,Start_year_ODI_bowl,End_year_ODI_bowl,best_wkts_ODI,best_runs_given_ODI
2148,Jatinder Singh (OMAN),0,5,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2149,Javed Omar (BDESH),12,59,0,0,0,0,0.0,0.0,0.0,0,0,1995,2007,0,0
2150,Javed Qadeer (PAK),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1995,1995,0,0
2151,Jawahir Shah (EAf),0,3,0,0,0,0,0.0,0.0,0.0,0,0,1975,1975,0,0
2152,RSA Jayasekera (SL),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1982,1982,0,0
2153,SA Jayasinghe (SL),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1979,1979,0,0
2154,HAPW Jayawardene (SL),4,6,0,0,0,0,0.0,0.0,0.0,0,0,2003,2007,0,0
2155,LR Johnson (WI),7,6,0,0,0,0,0.0,0.0,0.0,0,0,2008,2015,0,0
2156,MR Johnson (USA),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2004,2004,0,0
2157,GO Jones (ENG/PNG),10,51,0,0,0,0,0.0,0.0,0.0,0,0,2004,2014,0,0
2158,MA Jones (SCOT),1,8,0,0,0,0,0.0,0.0,0.0,0,0,2018,2019,0,0
2159,RA Jones (NZ),0,5,0,0,0,0,0.0,0.0,0.0,0,0,2003,2003,0,0
2160,C Jonker (SA),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2018,2018,0,0
2161,S Jora (NEPAL),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2162,SC Joseph (WI),5,13,0,0,0,0,0.0,0.0,0.0,0,0,2000,2005,0,0
2163,DI Joyce (IRE),1,3,0,0,0,0,0.0,0.0,0.0,0,0,2006,2007,0,0
2164,EC Joyce (ENG/IRE),12,78,0,0,0,0,0.0,0.0,0.0,0,0,2006,2018,0,0
2165,R Kaia (ZIM),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2015,2015,0,0
2166,M Kaif (INDIA),4,125,0,0,0,0,0.0,0.0,0.0,0,0,2002,2006,0,0
2167,AV Kale (INDIA),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2003,2003,0,0
2168,RS Kaluwitharana (SL),14,189,0,0,0,0,0.0,0.0,0.0,0,0,1990,2004,0,0
2169,Kamran Akmal (PAK),15,157,0,0,0,0,0.0,0.0,0.0,0,0,2002,2017,0,0
2170,TS Kamunhukamwe (ZIM),1,3,0,0,0,0,0.0,0.0,0.0,0,0,2018,2019,0,0
2171,RB Kanhai (WI),2,7,0,0,0,0,0.0,0.0,0.0,0,0,1973,1975,0,0
2172,M Karg (NAM),0,3,0,0,0,0,0.0,0.0,0.0,0,0,2003,2003,0,0
2173,IA Karim (KENYA),3,9,0,0,0,0,0.0,0.0,0.0,0,0,2011,2014,0,0
2174,SS Karim (INDIA),3,34,0,0,0,0,0.0,0.0,0.0,0,0,1997,2000,0,0
2175,KD Karthik (INDIA),15,94,0,0,0,0,0.0,0.0,0.0,0,0,2004,2019,0,0
2176,F Kasteni (ZIM),0,3,0,0,0,0,0.0,0.0,0.0,0,0,2007,2007,0,0
2177,SM Katich (AUS),5,45,0,0,0,0,0.0,0.0,0.0,0,0,2001,2006,0,0
2178,MF Kent (AUS),0,5,0,0,0,0,0.0,0.0,0.0,0,0,1981,1981,0,0
2179,RB Kerr (AUS),0,4,0,0,0,0,0.0,0.0,0.0,0,0,1985,1985,0,0
2180,D Keulder (NAM),0,6,0,0,0,0,0.0,0.0,0.0,0,0,2003,2003,0,0
2181,RWT Key (ENG),1,5,0,0,0,0,0.0,0.0,0.0,0,0,2003,2004,0,0
2182,SP Khakurel (NEPAL),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2018,2018,0,0
2183,Khaled Mashud (BDESH),11,126,0,0,0,0,0.0,0.0,0.0,0,0,1995,2006,0,0
2184,Khalid Latif (PAK),2,5,0,0,0,0,0.0,0.0,0.0,0,0,2008,2010,0,0
2185,SC Khanna (INDIA),5,10,0,0,0,0,0.0,0.0,0.0,0,0,1979,1984,0,0
2186,UT Khawaja (AUS),6,40,0,0,0,0,0.0,0.0,0.0,0,0,2013,2019,0,0
2187,GK Khoda (INDIA),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1998,1998,0,0
2188,AR Khurasiya (INDIA),2,12,0,0,0,0,0.0,0.0,0.0,0,0,1999,2001,0,0
2189,Khurram Manzoor (PAK),1,7,0,0,0,0,0.0,0.0,0.0,0,0,2008,2009,0,0
2190,Khurram Nawaz (OMAN),0,3,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2191,C Kieswetter (ENG),3,46,0,0,0,0,0.0,0.0,0.0,0,0,2010,2013,0,0
2192,BA King (WI),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2193,SMH Kirmani (INDIA),10,49,0,0,0,0,0.0,0.0,0.0,0,0,1976,1986,0,0
2194,H Klaasen (SA),1,14,0,0,0,0,0.0,0.0,0.0,0,0,2018,2019,0,0
2195,NV Knight (ENG),7,100,0,0,0,0,0.0,0.0,0.0,0,0,1996,2003,0,0
2196,APE Knott (ENG),6,20,0,0,0,0,0.0,0.0,0.0,0,0,1971,1977,0,0
2197,LJ Koen (SA),3,5,0,0,0,0,0.0,0.0,0.0,0,0,1997,2000,0,0
2198,JP Kotze (NAM),0,5,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2199,P Krishnamurthy (INDIA),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1976,1976,0,0
2200,CK Kruger (HKG),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2008,2008,0,0
2201,N Kruger (NL),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2011,2011,0,0
2202,DSBP Kuruppu (SL),7,54,0,0,0,0,0.0,0.0,0.0,0,0,1983,1990,0,0
2203,BM Laird (AUS),3,23,0,0,0,0,0.0,0.0,0.0,0,0,1979,1982,0,0
2204,SB Lama (HKG),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2004,2004,0,0
2205,JL Langer (AUS),3,8,0,0,0,0,0.0,0.0,0.0,0,0,1994,1997,0,0
2206,TWM Latham (NZ),7,95,0,0,0,0,0.0,0.0,0.0,0,0,2012,2019,0,0
2207,WM Lawry (AUS),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1971,1971,0,0
2208,WK Lees (NZ),4,31,0,0,0,0,0.0,0.0,0.0,0,0,1979,1983,0,0
2209,E Lewis (WI),3,48,0,0,0,0,0.0,0.0,0.0,0,0,2016,2019,0,0
2210,GFJ Liebenberg (SA),3,4,0,0,0,0,0.0,0.0,0.0,0,0,1995,1998,0,0
2211,Liton Das (BDESH),4,33,0,0,0,0,0.0,0.0,0.0,0,0,2015,2019,0,0
2212,GD Lloyd (ENG),2,6,0,0,0,0,0.0,0.0,0.0,0,0,1996,1998,0,0
2213,TA Lloyd (ENG),0,3,0,0,0,0,0.0,0.0,0.0,0,0,1984,1984,0,0
2214,DR Lockhart (SCOT),4,14,0,0,0,0,0.0,0.0,0.0,0,0,2006,2010,0,0
2215,JD Love (ENG),0,3,0,0,0,0,0.0,0.0,0.0,0,0,1981,1981,0,0
2216,MB Loye (ENG),0,7,0,0,0,0,0.0,0.0,0.0,0,0,2007,2007,0,0
2217,BW Luckhurst (ENG),0,3,0,0,0,0,0.0,0.0,0.0,0,0,1975,1975,0,0
2218,MJ Lumb (ENG),0,3,0,0,0,0,0.0,0.0,0.0,0,0,2014,2014,0,0
2219,MA Lynch (ENG),0,3,0,0,0,0,0.0,0.0,0.0,0,0,1988,1988,0,0
2220,CA Lynn (AUS),1,4,0,0,0,0,0.0,0.0,0.0,0,0,2017,2018,0,0
2221,C McAuslan (HKG),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2017,2017,0,0
2222,NFI McCallum (SCOT),5,43,0,0,0,0,0.0,0.0,0.0,0,0,2006,2011,0,0
2223,RB McCosker (AUS),7,14,0,0,0,0,0.0,0.0,0.0,0,0,1975,1982,0,0
2224,BB McCullum (NZ),14,260,0,0,0,0,0.0,0.0,0.0,0,0,2002,2016,0,0
2225,PD McGlashan (NZ),0,4,0,0,0,0,0.0,0.0,0.0,0,0,2009,2009,0,0
2226,JA Maclean (AUS),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1979,1979,0,0
2227,H McLeod (EAf),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1975,1975,0,0
2228,NJ MacRae (SCOT),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2006,2006,0,0
2229,EB McSweeney (NZ),1,16,0,0,0,0,0.0,0.0,0.0,0,0,1986,1987,0,0
2230,DL Maddy (ENG),2,8,0,0,0,0,0.0,0.0,0.0,0,0,1998,2000,0,0
2231,TN Madondo (ZIM),3,13,0,0,0,0,0.0,0.0,0.0,0,0,1998,2001,0,0
2232,Mahbubur Rahman (BDESH),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1999,1999,0,0
2233,JP Maher (AUS),5,26,0,0,0,0,0.0,0.0,0.0,0,0,1998,2003,0,0
2234,Mahmood Hamid (PAK),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1995,1995,0,0
2235,DJ Malan (ENG),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2236,JS Malhotra (USA),0,5,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2237,G Malla (NEPAL),1,6,0,0,0,0,0.0,0.0,0.0,0,0,2018,2019,0,0
2238,GA Manou (AUS),0,4,0,0,0,0,0.0,0.0,0.0,0,0,2009,2009,0,0
2239,A Maregwede (ZIM),2,11,0,0,0,0,0.0,0.0,0.0,0,0,2003,2005,0,0
2240,RW Marsh (AUS),13,92,0,0,0,0,0.0,0.0,0.0,0,0,1971,1984,0,0
2241,SE Marsh (AUS),11,73,0,0,0,0,0.0,0.0,0.0,0,0,2008,2019,0,0
2242,CA Marshall (CAN),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1979,1979,0,0
2243,HJH Marshall (NZ),4,66,0,0,0,0,0.0,0.0,0.0,0,0,2003,2007,0,0
2244,JAH Marshall (NZ),3,10,0,0,0,0,0.0,0.0,0.0,0,0,2005,2008,0,0
2245,JJ Martin (INDIA),2,10,0,0,0,0,0.0,0.0,0.0,0,0,1999,2001,0,0
2246,Masood Iqbal (PAK),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1984,1984,0,0
2247,SJ Massiah (USA),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2004,2004,0,0
2248,EH Mattis (WI),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1981,1981,0,0
2249,BM Mauricette (CAN),0,3,0,0,0,0,0.0,0.0,0.0,0,0,1979,1979,0,0
2250,TMK Mawoyo (ZIM),8,7,0,0,0,0,0.0,0.0,0.0,0,0,2006,2014,0,0
2251,MP Maynard (ENG),6,14,0,0,0,0,0.0,0.0,0.0,0,0,1994,2000,0,0
2252,RD McCann (IRE),0,8,0,0,0,0,0.0,0.0,0.0,0,0,2010,2010,0,0
2253,JA McCollum (IRE),0,8,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2254,SS McKechnie (HKG),1,8,0,0,0,0,0.0,0.0,0.0,0,0,2017,2018,0,0
2255,V Mehra (UAE),2,6,0,0,0,0,0.0,0.0,0.0,0,0,1994,1996,0,0
2256,PS Mehta (EAf),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1975,1975,0,0
2257,LRD Mendis (SL),14,79,0,0,0,0,0.0,0.0,0.0,0,0,1975,1989,0,0
2258,MC Mendis (SL),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1995,1995,0,0
2259,DA Miller (SA),9,126,0,0,0,0,0.0,0.0,0.0,0,0,2010,2019,0,0
2260,DA Minors (BMUDA),1,20,0,0,0,0,0.0,0.0,0.0,0,0,2006,2007,0,0
2261,Mohammad Aslam (UAE),0,4,0,0,0,0,0.0,0.0,0.0,0,0,1996,1996,0,0
2262,Mohammad Iqbal (CAN),1,5,0,0,0,0,0.0,0.0,0.0,0,0,2007,2008,0,0
2263,Mohammad Ishaq (UAE),2,5,0,0,0,0,0.0,0.0,0.0,0,0,1994,1996,0,0
2264,Mohammad Mithun (BDESH),5,24,0,0,0,0,0.0,0.0,0.0,0,0,2014,2019,0,0
2265,Mohammad Rizwan (PAK),4,32,0,0,0,0,0.0,0.0,0.0,0,0,2015,2019,0,0
2266,Mohammad Salim (BDESH),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2003,2003,0,0
2267,Mohammad Salman (PAK),0,7,0,0,0,0,0.0,0.0,0.0,0,0,2011,2011,0,0
2268,Mohammad Shahzad (AFG),10,84,0,0,0,0,0.0,0.0,0.0,0,0,2009,2019,0,0
2269,Mohammad Wasim (PAK),4,25,0,0,0,0,0.0,0.0,0.0,0,0,1996,2000,0,0
2270,Mohibullah Oryakhel (AFG),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2013,2013,0,0
2271,Moin-ul-Atiq (PAK),1,5,0,0,0,0,0.0,0.0,0.0,0,0,1988,1989,0,0
2272,Moin Khan (PAK),14,219,0,0,0,0,0.0,0.0,0.0,0,0,1990,2004,0,0
2273,NR Mongia (INDIA),6,140,0,0,0,0,0.0,0.0,0.0,0,0,1994,2000,0,0
2274,Moniruzzaman (BDESH),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2003,2003,0,0
2275,PJ Moor (ZIM),5,49,0,0,0,0,0.0,0.0,0.0,0,0,2014,2019,0,0
2276,KS More (INDIA),9,94,0,0,0,0,0.0,0.0,0.0,0,0,1984,1993,0,0
2277,VV Morea (PNG),4,13,0,0,0,0,0.0,0.0,0.0,0,0,2014,2018,0,0
2278,DWO Morgan (BMUDA),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2006,2006,0,0
2279,EJG Morgan (ENG/IRE),13,233,0,0,0,0,0.0,0.0,0.0,0,0,2006,2019,0,0
2280,JE Morris (ENG),1,8,0,0,0,0,0.0,0.0,0.0,0,0,1990,1991,0,0
2281,JK Moss (AUS),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1979,1979,0,0
2282,MD Moxon (ENG),3,8,0,0,0,0,0.0,0.0,0.0,0,0,1985,1988,0,0
2283,TV Mufambisi (ZIM),1,6,0,0,0,0,0.0,0.0,0.0,0,0,2006,2007,0,0
2284,Muhammad Usman (UAE),3,30,0,0,0,0,0.0,0.0,0.0,0,0,2016,2019,0,0
2285,AA Mulla (CAN),3,24,0,0,0,0,0.0,0.0,0.0,0,0,2006,2009,0,0
2286,EMDY Munaweera (SL),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2017,2017,0,0
2287,HG Munsey (SCOT),2,25,0,0,0,0,0.0,0.0,0.0,0,0,2017,2019,0,0
2288,GB Murgatroyd (NAM),0,6,0,0,0,0,0.0,0.0,0.0,0,0,2003,2003,0,0
2289,D Murphy (SCOT),0,8,0,0,0,0,0.0,0.0,0.0,0,0,2013,2013,0,0
2290,DA Murray (WI),8,10,0,0,0,0,0.0,0.0,0.0,0,0,1973,1981,0,0
2291,DJ Murray (NZ),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1994,1994,0,0
2292,DL Murray (WI),7,26,0,0,0,0,0.0,0.0,0.0,0,0,1973,1980,0,0
2293,JR Murray (WI),7,55,0,0,0,0,0.0,0.0,0.0,0,0,1992,1999,0,0
2294,R Murray (ZIM),0,5,0,0,0,0,0.0,0.0,0.0,0,0,2018,2018,0,0
2295,Mushfiqur Rahim (BDESH),13,216,0,0,0,0,0.0,0.0,0.0,0,0,2006,2019,0,0
2296,P Mustard (ENG),1,10,0,0,0,0,0.0,0.0,0.0,0,0,2007,2008,0,0
2297,F Mutizwa (ZIM),2,17,0,0,0,0,0.0,0.0,0.0,0,0,2009,2011,0,0
2298,R Mutumbami (ZIM),5,33,0,0,0,0,0.0,0.0,0.0,0,0,2014,2019,0,0
2299,SJ Myburgh (NL),7,13,0,0,0,0,0.0,0.0,0.0,0,0,2011,2018,0,0
2300,G Mylvaganam (UAE),0,3,0,0,0,0,0.0,0.0,0.0,0,0,1996,1996,0,0
2301,Naeemuddin Aslam (UAE),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2004,2004,0,0
2302,Nafees Iqbal (BDESH),2,16,0,0,0,0,0.0,0.0,0.0,0,0,2003,2005,0,0
2303,SS Naik (INDIA),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1974,1974,0,0
2304,KK Nair (INDIA),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2016,2016,0,0
2305,Najeeb Tarakai (AFG),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2017,2017,0,0
2306,Nasim-ul-Ghani (PAK),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1973,1973,0,0
2307,Nasir Ahmed (BDESH),2,7,0,0,0,0,0.0,0.0,0.0,0,0,1988,1990,0,0
2308,Nasir Hameed (HKG),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2004,2004,0,0
2309,Nasir Jamshed (PAK),7,48,0,0,0,0,0.0,0.0,0.0,0,0,2008,2015,0,0
2310,Nasir Javed (USA),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2004,2004,0,0
2311,Naumanullah (PAK),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2008,2008,0,0
2312,MN Nawaz (SL),4,3,0,0,0,0,0.0,0.0,0.0,0,0,1998,2002,0,0
2313,Nazimuddin (BDESH),4,11,0,0,0,0,0.0,0.0,0.0,0,0,2008,2012,0,0
2314,Najmul Hossain Shanto (BDESH),0,3,0,0,0,0,0.0,0.0,0.0,0,0,2018,2018,0,0
2315,CJ Nevin (NZ),3,37,0,0,0,0,0.0,0.0,0.0,0,0,2000,2003,0,0
2316,HM Nicholls (NZ),4,45,0,0,0,0,0.0,0.0,0.0,0,0,2015,2019,0,0
2317,PA Nixon (ENG),0,19,0,0,0,0,0.0,0.0,0.0,0,0,2007,2007,0,0
2318,Noor-ul-Haq (AFG),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2010,2010,0,0
2319,Noor Ali Zadran (AFG),10,51,0,0,0,0,0.0,0.0,0.0,0,0,2009,2019,0,0
2320,Nurul Abedin (BDESH),4,4,0,0,0,0,0.0,0.0,0.0,0,0,1986,1990,0,0
2321,Nurul Hasan (BDESH),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2016,2016,0,0
2322,AA Obanda (KENYA),7,49,0,0,0,0,0.0,0.0,0.0,0,0,2007,2014,0,0
2323,NJ O'Brien (IRE),12,103,0,0,0,0,0.0,0.0,0.0,0,0,2006,2018,0,0
2324,DO Obuya (KENYA),11,74,0,0,0,0,0.0,0.0,0.0,0,0,2001,2012,0,0
2325,MP O'Dowd (NL),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2326,NV Ojha (INDIA),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2010,2010,0,0
2327,MA Ouma (KENYA),10,80,0,0,0,0,0.0,0.0,0.0,0,0,2004,2014,0,0
2328,TD Paine (AUS),9,35,0,0,0,0,0.0,0.0,0.0,0,0,2009,2018,0,0
2329,SJ Palframan (SA),0,7,0,0,0,0,0.0,0.0,0.0,0,0,1996,1996,0,0
2330,MK Pandey (INDIA),3,23,0,0,0,0,0.0,0.0,0.0,0,0,2015,2018,0,0
2331,CS Pandit (INDIA),6,36,0,0,0,0,0.0,0.0,0.0,0,0,1986,1992,0,0
2332,RR Pant (INDIA),1,15,0,0,0,0,0.0,0.0,0.0,0,0,2018,2019,0,0
2333,MHW Papps (NZ),1,6,0,0,0,0,0.0,0.0,0.0,0,0,2004,2005,0,0
2334,JV Paranjpe (INDIA),0,4,0,0,0,0,0.0,0.0,0.0,0,0,1998,1998,0,0
2335,BA Parchment (WI),1,7,0,0,0,0,0.0,0.0,0.0,0,0,2007,2008,0,0
2336,GAHM Parkar (INDIA),2,10,0,0,0,0,0.0,0.0,0.0,0,0,1982,1984,0,0
2337,NM Parker (NZ),0,1,0,0,0,0,0.0,0.0,0.0,0,0,1976,1976,0,0
2338,AC Parore (NZ),10,179,0,0,0,0,0.0,0.0,0.0,0,0,1992,2002,0,0
2339,BP Patel (INDIA),5,10,0,0,0,0,0.0,0.0,0.0,0,0,1974,1979,0,0
2340,MD Patel (USA),0,9,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2341,ML Patel (KENYA),2,3,0,0,0,0,0.0,0.0,0.0,0,0,2004,2006,0,0
2342,PA Patel (INDIA),9,38,0,0,0,0,0.0,0.0,0.0,0,0,2003,2012,0,0
2343,GA Paterson (ZIM),4,10,0,0,0,0,0.0,0.0,0.0,0,0,1983,1987,0,0
2344,SP Patil (UAE),1,13,0,0,0,0,0.0,0.0,0.0,0,0,2014,2015,0,0
2345,BMW Patterson (SCOT),0,3,0,0,0,0,0.0,0.0,0.0,0,0,1999,1999,0,0
2346,RK Paudel (NEPAL),1,4,0,0,0,0,0.0,0.0,0.0,0,0,2018,2019,0,0
2347,TRO Payne (WI),3,7,0,0,0,0,0.0,0.0,0.0,0,0,1984,1987,0,0
2348,GE Peckover (ZIM),0,3,0,0,0,0,0.0,0.0,0.0,0,0,1983,1983,0,0
2349,MDKJ Perera (SL),6,98,0,0,0,0,0.0,0.0,0.0,0,0,2013,2019,0,0
2350,PARP Perera (SL),0,2,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2351,MJ Petrie (SCOT),0,4,0,0,0,0,0.0,0.0,0.0,0,0,2009,2009,0,0
2352,IL Philip (SCOT),0,3,0,0,0,0,0.0,0.0,0.0,0,0,1999,1999,0,0
2353,WB Phillips (AUS),4,48,0,0,0,0,0.0,0.0,0.0,0,0,1982,1986,0,0
2354,AR Pitcher (BMUDA),1,4,0,0,0,0,0.0,0.0,0.0,0,0,2006,2007,0,0
2355,V Pollard (NZ),1,3,0,0,0,0,0.0,0.0,0.0,0,0,1973,1974,0,0
2356,RH Poonawala (UAE),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1994,1994,0,0
2357,NS Poonia (SCOT),3,21,0,0,0,0,0.0,0.0,0.0,0,0,2006,2009,0,0
2358,N Pooran (WI),0,19,0,0,0,0,0.0,0.0,0.0,0,0,2019,2019,0,0
2359,WTS Porterfield (IRE),13,136,0,0,0,0,0.0,0.0,0.0,0,0,2006,2019,0,0
2360,N Pothas (SA),0,3,0,0,0,0,0.0,0.0,0.0,0,0,2000,2000,0,0
2361,KOA Powell (WI),9,46,0,0,0,0,0.0,0.0,0.0,0,0,2009,2018,0,0
2362,AD Poynter (IRE),6,19,0,0,0,0,0.0,0.0,0.0,0,0,2008,2014,0,0
2363,SW Poynter (IRE),5,21,0,0,0,0,0.0,0.0,0.0,0,0,2014,2019,0,0
2364,MSK Prasad (INDIA),1,17,0,0,0,0,0.0,0.0,0.0,0,0,1998,1999,0,0
2365,MJ Prior (ENG),7,68,0,0,0,0,0.0,0.0,0.0,0,0,2004,2011,0,0
2366,CA Pujara (INDIA),1,5,0,0,0,0,0.0,0.0,0.0,0,0,2013,2014,0,0
2367,AG Puttick (SA),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2005,2005,0,0
2368,AJ Pycroft (ZIM),9,20,0,0,0,0,0.0,0.0,0.0,0,0,1983,1992,0,0
2369,MR Pydanna (WI),3,3,0,0,0,0,0.0,0.0,0.0,0,0,1980,1983,0,0
2370,Qasim Umar (PAK),4,31,0,0,0,0,0.0,0.0,0.0,0,0,1983,1987,0,0
2371,CT Radley (ENG),0,4,0,0,0,0,0.0,0.0,0.0,0,0,1978,1978,0,0
2372,Rafiqul Alam (BDESH),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1986,1986,0,0
2373,Rafiqul Islam (BDESH),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2002,2002,0,0
2374,AM Rahane (INDIA),7,90,0,0,0,0,0.0,0.0,0.0,0,0,2011,2018,0,0
2375,KL Rahul (INDIA),3,26,0,0,0,0,0.0,0.0,0.0,0,0,2016,2019,0,0
2376,RR Ramdass (WI),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2005,2005,0,0
2377,D Ramdin (WI),11,139,0,0,0,0,0.0,0.0,0.0,0,0,2005,2016,0,0
2378,DR Ramsammy (CAN),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2012,2012,0,0
2379,Ramveer Rai (UAE),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2004,2004,0,0
2380,D Ranatunga (SL),0,4,0,0,0,0,0.0,0.0,0.0,0,0,1990,1990,0,0
2381,S Ranatunga (SL),2,13,0,0,0,0,0.0,0.0,0.0,0,0,1994,1996,0,0
2382,Raqibul Hasan (BDESH),3,55,0,0,0,0,0.0,0.0,0.0,0,0,2008,2011,0,0
2383,Rashid Latif (PAK),11,166,0,0,0,0,0.0,0.0,0.0,0,0,1992,2003,0,0
2384,V Rathour (INDIA),1,7,0,0,0,0,0.0,0.0,0.0,0,0,1996,1997,0,0
2385,A Ratra (INDIA),0,12,0,0,0,0,0.0,0.0,0.0,0,0,2002,2002,0,0
2386,CMW Read (ENG),6,36,0,0,0,0,0.0,0.0,0.0,0,0,2000,2006,0,0
2387,B Reddy (INDIA),3,3,0,0,0,0,0.0,0.0,0.0,0,0,1978,1981,0,0
2388,AJ Redmond (NZ),1,6,0,0,0,0,0.0,0.0,0.0,0,0,2009,2010,0,0
2389,RE Redmond (NZ),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1973,1973,0,0
2390,IR Redpath (AUS),4,5,0,0,0,0,0.0,0.0,0.0,0,0,1971,1975,0,0
2391,JF Reid (NZ),6,25,0,0,0,0,0.0,0.0,0.0,0,0,1980,1986,0,0
2392,FL Reifer (WI),12,8,0,0,0,0,0.0,0.0,0.0,0,0,1997,2009,0,0
2393,SJ Rhodes (ENG),6,9,0,0,0,0,0.0,0.0,0.0,0,0,1989,1995,0,0
2394,ACL Richards (WI),0,1,0,0,0,0,0.0,0.0,0.0,0,0,2007,2007,0,0
2395,CJ Richards (ENG),7,22,0,0,0,0,0.0,0.0,0.0,0,0,1981,1988,0,0
2396,DM Richards (WI),1,8,0,0,0,0,0.0,0.0,0.0,0,0,2009,2010,0,0
2397,DJ Richardson (SA),7,122,0,0,0,0,0.0,0.0,0.0,0,0,1991,1998,0,0
2398,MH Richardson (NZ),0,4,0,0,0,0,0.0,0.0,0.0,0,0,2002,2002,0,0
2399,GM Ritchie (AUS),5,44,0,0,0,0,0.0,0.0,0.0,0,0,1982,1987,0,0
2400,SJ Rixon (AUS),7,6,0,0,0,0,0.0,0.0,0.0,0,0,1978,1985,0,0
2401,Rizwan-uz-Zaman (PAK),6,3,0,0,0,0,0.0,0.0,0.0,0,0,1981,1987,0,0
2402,RD Robinson (AUS),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1977,1977,0,0
2403,RT Robinson (ENG),4,26,0,0,0,0,0.0,0.0,0.0,0,0,1984,1988,0,0
2404,L Ronchi (AUS/NZ),9,85,0,0,0,0,0.0,0.0,0.0,0,0,2008,2017,0,0
2405,GRJ Roope (ENG),5,8,0,0,0,0,0.0,0.0,0.0,0,0,1973,1978,0,0
2406,BC Rose (ENG),0,2,0,0,0,0,0.0,0.0,0.0,0,0,1977,1977,0,0
2407,LG Rowe (WI),5,11,0,0,0,0,0.0,0.0,0.0,0,0,1975,1980,0,0
2408,JJ Roy (ENG),4,84,0,0,0,0,0.0,0.0,0.0,0,0,2015,2019,0,0
